iterace, aco, random
24,7931,25736
25,7931,25736
26,7931,25736
27,7931,25736
28,7931,25051
29,7931,25051
30,7931,25051
31,7931,25051
32,7931,25051
33,7931,25051
34,7931,25051
35,7931,25051
36,7931,25051
37,7931,25051
38,7931,25051
39,7931,25051
40,7931,25051
41,7931,25051
42,7931,25051
43,7860,25051
44,7860,25051
45,7860,25051
46,7860,25051
47,7860,25051
48,7860,25051
49,7860,25051
0,11662,26592
1,11579,26592
2,10595,26544
3,9869,25570
4,9469,25570
5,9247,25570
6,9059,25570
7,8395,25570
8,8395,25570
9,8395,25570
10,8395,25570
11,8395,24884
12,8395,24884
13,8395,24884
14,8161,24884
15,8161,24884
16,8161,24884
17,8068,24884
18,8068,24884
19,8068,24884
20,8068,24884
21,8068,24884
22,8068,24361
23,8068,24361
24,8068,24361
25,8068,24361
26,8068,24361
27,8068,24361
28,7873,24361
29,7873,24361
30,7873,24361
31,7873,24361
32,7873,24361
33,7873,24361
34,7873,24361
35,7873,24361
36,7873,24361
37,7873,24361
38,7786,24361
39,7786,24361
40,7786,24361
41,7786,24361
42,7786,24361
43,7786,24361
44,7786,24361
45,7786,24361
46,7786,24361
47,7786,24361
48,7786,24361
49,7786,24361
0,11623,27352
1,11177,26902
2,10037,26902
3,9416,25583
4,9369,25583
5,8413,25583
6,8413,25583
7,8064,25583
8,8064,25583
9,8064,25583
10,8064,25583
11,8064,25583
12,8064,25583
13,8064,24932
14,8064,24932
15,8064,24932
16,8064,24932
17,8064,24932
18,8064,24932
19,8064,24932
20,8064,24932
21,8064,24932
22,8064,24932
23,8064,24932
24,8064,24932
25,8064,24932
26,8064,24932
27,8064,24932
28,8064,24932
29,8064,24932
30,8064,24932
31,8064,24932
32,8064,24932
33,8064,24932
34,8064,24932
35,8064,24932
36,8064,24932
37,8064,24932
38,8064,24932
39,8064,24932
40,8064,24932
41,8064,24932
42,8064,24932
43,8064,24932
44,8064,24932
45,8064,24932
46,8064,24932
47,8064,24932
48,8064,24895
49,8064,24895
0,11399,25947
1,10804,25947
2,10190,25709
3,9823,24587
4,9278,24587
5,8581,24587
6,8581,24587
7,8184,24587
8,8184,24587
9,8131,24587
10,8131,24587
11,8131,24587
12,8056,24587
13,8056,24587
14,8056,24587
15,8056,24587
16,8056,24587
17,8056,24587
18,8056,24587
19,7974,24587
20,7974,24587
21,7974,24587
22,7926,24587
23,7926,24587
24,7926,24587
25,7926,24587
26,7835,24587
27,7835,24587
28,7835,24587
29,7835,24587
30,7835,24587
31,7835,24587
32,7835,24587
33,7835,24587
34,7835,24587
35,7835,24587
36,7835,24587
37,7835,24587
38,7835,24587
39,7835,24587
40,7835,24587
41,7835,24587
42,7835,24587
43,7835,24587
44,7835,24587
45,7835,24587
46,7835,24587
47,7835,24587
48,7835,24587
49,7835,24587
0,11218,25536
1,10860,24577
2,10124,24577
3,9684,24577
4,8878,24577
5,8774,24577
6,8774,24577
7,8774,24577
8,8365,24577
9,8365,24577
10,8230,24577
11,8165,24577
12,7663,24577
13,7663,24577
14,7663,24577
15,7663,24577
16,7663,24577
17,7663,24577
18,7663,24577
19,7663,24577
20,7663,24577
21,7663,24577
22,7663,24577
23,7663,24577
24,7663,24577
25,7663,24577
26,7663,24577
27,7663,24577
28,7663,24577
29,7663,24577
30,7663,24577
31,7663,24577
32,7663,24577
33,7663,24577
34,7663,24577
35,7663,24577
36,7663,24577
37,7663,24577
38,7663,24577
39,7663,24577
40,7663,24577
41,7663,24577
42,7663,24577
43,7663,24577
44,7663,24577
45,7663,24577
46,7663,24577
47,7663,24577
48,7663,24040
49,7663,24040
0,11741,27697
1,10970,25760
2,10335,25760
3,9994,25760
4,8799,25760
5,8742,25760
6,8742,25760
7,8742,24293
8,8372,24293
9,8372,24293
10,8372,24293
11,8372,24293
12,8372,24293
13,8372,24293
14,8372,24293
15,8372,24293
16,7775,24293
17,7775,24293
18,7775,24293
19,7775,24293
20,7775,24293
21,7775,24293
22,7775,24293
23,7775,24293
24,7775,24293
25,7775,24293
26,7775,24293
27,7775,24293
28,7775,24293
29,7775,24293
30,7775,24293
31,7775,24293
32,7775,24293
33,7775,24293
34,7775,24293
35,7775,24293
36,7775,24293
37,7775,24293
38,7775,24293
39,7775,24293
40,7775,24293
41,7775,24293
42,7775,24293
43,7775,23400
44,7775,23400
45,7775,23400
46,7775,23400
47,7775,23400
48,7775,23400
49,7775,23400
0,11379,24997
1,11379,24997
2,9938,24997
3,9570,24997
4,9229,24997
5,8872,24997
6,8774,24997
7,8663,24997
8,8661,24997
9,8262,24997
10,7864,24997
11,7864,24997
12,7864,24997
13,7864,24997
14,7864,24997
15,7864,24997
16,7864,24997
17,7864,24997
18,7864,24997
19,7864,24997
20,7864,24997
21,7864,24997
22,7864,24655
23,7864,24655
24,7864,24655
25,7864,24655
26,7864,24655
27,7864,24655
28,7864,24655
29,7864,24655
30,7864,24655
31,7679,24655
32,7679,24655
33,7679,24655
34,7679,24655
35,7679,24655
36,7679,24655
37,7679,24655
38,7679,24655
39,7679,24655
40,7679,24655
41,7679,24655
42,7679,24655
43,7679,24655
44,7679,24655
45,7679,24586
46,7679,24586
47,7679,24586
48,7679,24586
49,7679,24586
0,12590,27098
0,12809,26012
1,10886,26585
1,10585,26012
2,10261,26012
2,10247,26585
3,9648,24310
3,9801,24788
4,9118,24310
4,9135,24788
5,8932,24310
5,8896,24788
6,8557,24310
6,8614,24788
7,8111,24310
7,8614,24788
8,8111,24310
8,8523,24788
9,8111,24310
9,7872,24788
10,8111,24310
11,8111,24310
10,7872,24788
12,8078,24310
11,7872,24788
13,8047,24310
12,7872,24788
14,8047,24310
13,7872,24788
15,8047,24310
14,7872,24788
16,8047,24310
15,7872,24702
17,7927,24310
16,7872,24702
18,7927,24310
17,7872,24702
19,7927,24310
18,7872,24702
20,7927,24310
19,7872,24702
20,7872,24702
21,7927,24310
21,7872,24702
22,7927,24310
22,7872,23571
23,7915,24310
23,7872,23571
24,7915,24310
24,7872,23571
25,7915,24310
25,7872,23571
26,7915,24310
26,7872,23571
27,7872,23571
27,7915,24310
28,7872,23571
28,7915,24310
29,7872,23571
29,7915,24310
30,7872,23571
30,7915,24310
31,7872,23571
31,7915,24310
32,7872,23571
32,7915,24310
33,7872,23571
33,7915,24310
34,7915,24310
34,7872,23571
35,7872,23571
35,7915,24310
36,7872,23571
36,7915,24310
37,7872,23571
37,7846,24310
38,7872,23571
38,7846,24310
39,7872,23571
39,7846,24310
40,7872,23571
40,7846,24310
41,7872,23571
41,7846,24310
42,7872,23571
42,7846,24310
43,7872,23571
43,7846,24310
44,7872,23571
44,7846,24310
45,7872,23571
45,7846,24310
46,7872,23571
46,7846,24310
47,7872,23571
47,7846,24310
48,7872,23571
48,7846,24310
49,7872,23571
49,7846,24310
0,12622,26430
1,11261,26430
2,9769,26430
3,9760,26430
4,9048,25346
5,8442,25346
6,8442,25346
7,8442,25346
8,8266,25346
9,8153,25346
10,7790,25346
11,7790,25346
12,7790,25346
13,7790,25346
14,7790,25346
15,7790,25346
16,7790,25346
17,7790,25346
18,7790,25346
19,7790,25346
20,7790,25346
21,7790,25346
22,7790,24569
23,7790,24569
24,7790,24569
25,7790,24569
26,7790,24569
27,7790,24569
28,7680,24569
29,7680,24569
30,7680,24569
31,7680,24569
32,7680,24569
33,7680,24569
34,7548,24569
35,7548,24569
36,7548,24569
37,7548,24569
38,7548,24569
39,7548,24569
40,7548,24569
41,7548,24569
42,7548,24569
43,7548,24569
44,7548,24569
45,7548,24569
46,7548,24569
47,7548,24238
48,7548,24238
49,7548,24238
0,11604,25593
1,11327,25593
2,10699,25593
3,9374,25593
4,8731,25593
5,8632,25593
6,8632,24471
7,8057,24471
8,8057,24471
9,8057,23564
10,8057,23564
11,8057,23564
12,8057,23564
13,8057,23564
14,8057,23564
15,8057,23564
16,7915,23564
17,7915,23564
18,7915,23564
19,7915,23564
20,7890,23564
21,7890,23564
22,7890,23564
23,7890,23564
24,7890,23564
25,7890,23564
26,7890,23564
27,7890,23564
28,7890,23564
29,7890,23564
30,7890,23564
31,7890,23564
32,7890,23564
33,7890,23564
34,7890,23564
35,7890,23564
36,7890,23564
37,7890,23564
38,7890,23564
39,7890,23564
40,7870,23564
41,7870,23564
42,7870,23564
43,7870,23564
44,7870,23564
45,7870,23564
46,7870,23564
47,7870,23564
48,7870,23564
49,7870,23564
0,12523,27164
0,12876,27662
1,10616,25807
1,11158,27348
2,10340,25807
2,10247,26907
3,9702,25807
3,9396,26907
4,9046,25807
4,8717,25720
5,8818,25807
5,8179,25720
6,8344,25159
6,8179,25720
7,8344,25159
7,8179,25720
8,8050,25159
8,8179,25720
9,8050,25159
9,8179,25720
10,8050,25159
10,8116,25720
11,8050,25159
11,8093,24983
12,8093,24983
12,8050,25159
13,8093,24983
13,7837,25159
14,8093,24983
14,7837,25159
15,8093,24983
15,7837,25159
16,8093,24983
16,7837,25159
17,8093,24983
17,7837,25133
18,7980,24983
18,7837,25133
19,7980,24983
19,7837,25133
20,7980,24983
20,7837,25133
21,7980,24983
21,7837,25133
22,7980,24983
22,7837,25133
23,7980,24983
23,7837,25133
24,7980,24983
25,7980,24983
24,7837,25133
26,7980,24752
25,7837,25133
27,7980,24752
26,7837,25133
28,7980,24752
27,7837,25133
29,7980,24752
28,7837,25133
30,7980,24752
29,7837,25133
31,7980,24752
30,7837,25133
32,7980,24752
31,7837,25133
33,7980,24752
32,7837,25133
34,7980,24752
33,7837,25133
35,7980,24752
36,7980,24752
34,7837,25133
37,7980,24752
35,7837,25133
38,7980,24752
36,7837,25133
39,7980,24752
37,7837,25133
40,7980,24752
38,7837,23986
41,7792,24752
39,7837,23986
42,7792,24752
40,7837,23986
43,7792,24752
41,7837,23986
44,7792,24752
42,7837,23986
45,7792,24752
43,7837,23986
46,7792,24752
44,7837,23986
47,7792,24752
45,7837,23986
48,7792,24752
46,7837,23986
49,7792,24752
47,7837,23986
48,7837,23986
49,7837,23986
0,12446,27842
1,10884,26438
2,9764,26438
3,9764,24350
4,9455,24350
5,8661,24350
6,8661,24350
7,8661,24350
8,8661,24350
9,8661,24350
10,8344,24350
11,8344,24350
12,8102,24350
13,8102,24350
14,8102,24350
15,8102,24350
16,8102,24350
17,8102,24350
18,8102,24350
19,8102,24350
20,8102,24350
21,8102,24350
22,8102,24350
23,8102,24350
24,8102,24350
25,8102,24350
26,8102,24350
27,8102,24350
28,8102,24350
29,8102,24350
30,8102,24350
31,8102,24350
32,8102,24350
33,8102,24350
34,8102,24350
35,7958,24350
36,7958,24350
37,7958,24350
38,7958,24350
39,7958,24350
40,7958,24350
41,7958,24350
42,7958,24350
43,7958,24350
44,7958,24350
45,7958,24350
46,7958,24350
47,7958,24350
48,7945,24350
49,7945,24350
0,12760,24786
1,11147,24786
2,9376,24786
3,8890,24786
4,8890,24786
5,8867,24786
6,8802,24786
7,7769,24786
8,7769,24786
9,7769,24786
10,7769,24786
11,7769,24786
12,7769,24786
13,7769,24786
14,7769,23101
15,7769,23101
16,7739,23101
17,7739,23101
18,7739,23101
19,7739,23101
20,7739,23101
21,7739,23101
22,7739,23101
23,7739,23101
24,7739,23101
25,7739,23101
26,7739,23101
27,7739,23101
28,7739,23101
29,7739,23101
30,7739,23101
31,7739,23101
32,7692,23101
33,7692,23101
34,7692,23101
35,7692,23101
36,7692,23101
37,7692,23101
38,7692,23101
39,7692,23101
40,7692,23101
41,7692,23101
42,7692,23101
43,7692,23101
44,7692,23101
45,7692,23101
46,7692,23101
47,7692,23101
48,7692,23101
49,7692,23101
0,11822,26628
1,10628,26213
2,10198,26213
3,9846,26213
4,9347,26213
5,8953,25984
6,8953,25984
7,8685,25984
8,8274,25984
9,8274,25984
10,8274,25622
11,8274,25622
12,8274,25622
13,7840,25622
14,7840,25622
15,7840,25622
16,7840,25622
17,7840,25622
18,7840,25622
19,7840,25622
20,7840,25622
21,7840,25622
22,7840,25622
23,7840,25622
24,7840,25622
25,7840,25622
26,7840,23454
27,7840,23454
28,7840,23454
29,7840,23454
30,7840,23454
31,7840,23454
32,7840,23454
33,7840,23454
34,7840,23454
35,7840,23454
36,7840,23454
37,7840,23454
38,7840,23454
39,7840,23454
40,7840,23454
41,7840,23454
42,7840,23454
43,7840,23454
44,7840,23454
45,7840,23454
46,7840,23454
47,7840,23454
48,7840,23454
49,7840,23454
0,12372,27071
1,10692,24261
2,9711,24261
3,9711,24261
4,9033,24261
5,9033,24261
6,8405,24261
7,8405,24261
8,8405,24261
9,8405,24261
10,8405,24261
11,8405,24261
12,8405,24261
13,8287,24261
14,8133,24261
15,8133,24261
16,8133,24261
17,8133,24261
18,8087,24261
19,8087,24261
20,8087,24261
21,8087,24261
22,8087,24261
23,8087,24261
24,8087,24261
25,7974,24261
26,7871,24261
27,7871,24261
28,7871,24261
29,7871,24261
30,7871,24261
31,7871,24261
32,7871,24261
33,7871,24261
34,7871,24261
35,7871,24261
36,7707,24261
37,7707,24261
38,7707,24261
39,7707,24261
40,7707,24261
41,7707,24261
42,7707,24261
43,7707,24261
44,7707,24261
45,7707,24261
46,7707,24261
47,7707,24261
48,7707,24261
49,7707,24261
0,11763,26812
1,11357,26026
2,9696,26026
3,9420,26026
4,9402,26026
5,8483,25869
6,8483,25869
7,8409,25869
8,8122,25869
9,8122,25869
10,8122,25869
11,8122,25869
12,8122,25769
13,8122,25765
14,8122,25765
15,8122,25765
16,8122,25765
17,8122,25214
18,8122,25214
19,8122,25214
20,8122,25214
21,8122,25214
22,8122,25214
23,8122,25214
24,8122,25214
25,8122,25214
26,8113,25214
27,8113,25214
28,8113,25214
29,8113,25214
30,8113,25214
31,8113,25214
32,8113,25214
33,8113,25214
34,8113,25214
35,8113,25214
36,8113,25214
37,8113,25214
38,8113,25214
39,8113,25214
40,8113,25214
41,8113,25214
42,7872,25214
43,7872,25214
44,7872,25214
45,7872,25214
46,7872,25214
47,7872,25214
48,7872,25214
49,7872,25214
0,11709,26532
1,10713,26532
2,10308,25262
3,9472,25262
4,9418,25262
5,8364,25262
6,8364,25262
7,8364,25262
8,8364,25262
9,8137,25262
10,8137,25262
11,8137,25262
12,8137,25262
13,8137,25262
14,8137,25262
15,8137,25150
16,8137,25150
17,8137,25150
18,8137,25150
19,8137,25150
20,8137,25150
21,8137,25150
22,8137,25150
23,8137,24406
24,8005,24406
25,8005,24406
26,8005,24406
27,8005,24406
28,8005,24406
29,8005,24406
30,8005,24406
31,8005,24406
32,8005,24406
33,8005,24406
34,8005,24406
35,8005,24406
36,7867,24406
37,7867,24406
38,7867,24406
39,7867,24406
40,7867,24406
41,7867,24406
42,7867,24406
43,7867,24406
44,7867,24406
45,7867,24406
46,7769,24406
47,7769,24406
48,7769,24406
49,7769,24406
0,11965,26684
1,10973,26684
2,10527,25242
3,9764,25242
4,8800,25242
5,8800,25242
6,8800,25242
7,8800,25242
8,8602,25242
9,8602,25242
10,8264,25242
11,8264,25242
12,8264,25242
13,8264,25242
14,8264,25242
15,8264,24345
16,8264,24345
17,8264,24345
18,8264,24345
19,8264,24345
20,7960,24345
21,7960,24345
22,7960,24345
23,7960,24345
24,7960,24345
25,7960,24345
26,7960,24345
27,7960,24345
28,7960,24345
29,7960,24345
30,7960,24345
31,7960,24345
32,7960,24345
33,7960,24345
34,7960,24345
35,7791,24345
36,7791,24345
37,7791,24345
38,7791,24345
39,7791,24345
40,7791,24345
41,7791,24345
42,7791,24345
43,7791,24345
44,7663,24345
45,7663,24345
46,7663,24345
47,7663,24345
48,7663,24345
49,7663,24345
0,12195,27239
1,11815,27239
2,10479,27110
3,9115,25888
4,9115,25888
5,8412,25888
6,8016,25888
7,8016,25522
8,8016,25522
9,8016,25522
10,8016,25522
11,8016,25522
12,8016,25522
13,8016,25522
14,8016,25522
15,7886,25522
16,7886,25522
17,7886,25522
18,7886,25522
19,7886,25522
20,7886,25522
21,7886,25522
22,7886,25522
23,7886,24609
24,7886,24609
25,7886,24609
26,7886,24609
27,7886,24609
28,7886,24609
29,7886,24609
30,7886,24609
31,7886,24609
32,7886,24609
33,7886,24609
34,7886,24609
35,7886,24609
36,7886,24286
37,7886,24286
38,7886,24286
39,7886,24286
40,7886,24286
41,7886,24286
42,7886,24286
43,7886,24286
44,7886,24286
45,7886,24286
46,7886,24286
47,7886,24286
48,7886,24286
49,7886,24286
0,11081,25392
1,10972,25392
2,10530,25392
3,9558,25392
4,9122,25392
5,9122,25392
6,8896,25392
7,8170,24628
8,8170,24628
9,8170,24628
10,8170,24628
11,8077,24628
12,8010,24628
13,8010,24628
14,8010,24628
15,8010,24628
16,8010,24628
17,8010,24628
18,8010,24628
19,8010,24628
20,8010,24628
21,8010,24628
22,7919,24628
23,7919,24628
24,7919,24628
25,7919,24628
26,7919,24628
27,7919,24628
28,7919,24628
29,7919,24628
30,7919,24628
31,7919,24628
32,7919,24628
33,7919,24628
34,7919,24628
35,7919,24628
36,7919,24628
37,7919,24628
38,7919,24628
39,7919,24628
40,7919,24628
41,7919,24628
42,7919,24628
43,7919,24628
44,7919,23233
45,7919,23233
46,7919,23233
47,7919,23233
48,7919,23233
49,7919,23233
0,12682,24938
1,10998,24938
2,10136,24938
3,8933,24938
4,8916,24938
5,8916,24938
6,8686,24938
7,8686,24938
8,8686,24938
9,8343,24938
10,8111,24938
11,8111,24938
12,8111,24938
13,8111,24938
14,8111,24938
15,8111,24938
16,8111,24938
17,8111,24805
18,8111,24805
19,8111,24805
20,7974,24805
21,7974,24805
22,7974,24805
23,7974,24805
24,7974,24805
25,7974,24805
26,7974,24805
27,7974,24805
28,7822,24805
29,7822,24805
30,7822,24805
31,7822,24805
32,7822,24414
33,7822,24414
34,7822,24414
35,7822,24414
36,7822,24414
37,7822,24414
38,7822,24414
39,7822,24414
40,7782,24414
41,7782,24414
42,7782,24414
43,7782,24414
44,7782,23167
45,7782,23167
46,7782,23167
47,7782,23167
48,7782,23167
49,7782,23167
0,11657,26997
1,11414,26823
2,10016,26823
3,9776,26823
4,9313,26823
5,9152,25726
6,9152,25320
7,8814,25152
8,8496,25152
9,8496,25152
10,8398,25152
11,8398,25152
12,8398,25152
13,8382,25152
14,8218,25152
15,8155,25152
16,8155,25152
17,8155,25152
18,8155,25152
19,8155,25152
20,8155,25152
21,8155,25152
22,8155,25152
23,8155,25152
24,8155,25152
25,8155,25152
26,8155,25152
27,8155,25152
28,8155,25152
29,8155,24336
30,8155,24336
31,8155,24336
32,8154,24336
33,8154,24336
34,8154,24336
35,8154,24336
36,8154,24336
37,8154,24336
38,8154,24336
39,8154,24336
40,8154,24336
41,8154,24336
42,8154,24336
43,8154,24336
44,8154,24336
45,8154,24336
46,8154,24336
47,8115,24336
48,8115,24336
49,7790,24336
0,11013,26544
1,10549,26158
2,10549,26158
3,9390,26158
4,9390,26158
5,9390,26158
6,8475,26158
7,8475,26158
8,7968,26158
9,7968,26158
10,7968,26158
11,7968,25451
12,7879,25451
13,7879,25451
14,7879,25451
15,7879,25451
16,7879,25451
17,7879,25451
18,7879,25451
19,7879,25451
20,7879,25224
21,7879,25224
22,7879,25224
23,7879,25224
24,7879,25224
25,7879,25224
26,7879,25224
27,7879,25224
28,7879,25224
29,7879,25224
30,7879,25224
31,7879,25224
32,7879,25224
33,7879,25224
34,7879,25224
35,7879,25224
36,7879,25224
37,7879,25224
38,7879,25224
39,7879,25224
40,7879,25224
41,7879,25224
42,7879,25224
43,7879,25224
44,7879,25224
45,7879,25224
46,7879,25224
47,7879,25067
48,7879,25067
49,7879,25067
0,12074,27222
1,10725,23781
2,9454,23781
3,9454,23781
4,8946,23781
5,8946,23781
6,8008,23781
7,8008,23781
8,8008,23781
9,8008,23781
10,8008,23781
11,7905,23781
12,7905,23781
13,7905,23781
14,7905,23781
15,7905,23781
16,7905,23781
17,7905,23781
18,7905,23781
19,7575,23781
20,7575,23781
21,7575,23781
22,7575,23781
23,7575,23781
24,7575,23781
25,7575,23781
26,7575,23781
27,7575,23781
28,7575,23781
29,7575,23781
30,7575,23781
31,7575,23781
32,7575,23781
33,7575,23781
34,7575,23781
35,7575,23781
36,7575,23781
37,7575,23781
38,7575,23781
39,7575,23781
40,7575,23781
41,7575,23781
42,7575,23781
43,7575,23781
44,7575,23634
45,7575,23634
46,7575,23634
47,7575,23634
48,7575,23634
49,7575,23634
